Unnamed: 0,location_x,location_y,remaining_min,power_of_shot,knockout_match,remaining_sec,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,shot_id_number
326,167.0,184.0,0.0,2.0,0.0,28.0,44.0,,4,5,1,327
327,129.0,19.0,10.0,3.0,0.0,59.0,33.0,,5,4,2,328
328,0.0,0.0,9.0,3.0,0.0,37.0,20.0,1.0,0,0,4,329
329,167.0,207.0,9.0,3.0,0.0,6.0,46.0,0.0,4,5,1,330
330,0.0,0.0,7.0,3.0,0.0,2.0,20.0,1.0,-1,0,4,331
331,60.0,177.0,3.0,3.0,0.0,45.0,38.0,1.0,4,4,0,332
332,0.0,0.0,4.883233224643899,3.0,0.0,28.0,20.0,1.0,0,0,4,333
333,-86.0,253.0,9.0,1.0,0.0,34.0,46.0,0.0,1,5,1,334
334,0.0,0.0,8.0,3.0,0.0,28.329381850668316,20.0,,0,0,4,335
335,172.0,68.0,7.0,1.0,0.0,28.0,38.0,1.0,5,4,0,336
336,-50.0,28.0,6.0,1.0,0.0,35.0,25.0,0.0,0,1,4,337
337,-86.0,165.0,4.883233224643899,1.0,0.0,30.0,38.0,1.0,1,4,0,338
338,-79.0,28.0,4.0,1.0,0.0,50.0,28.0,0.0,2,1,2,339
339,0.0,74.0,4.0,1.0,0.0,4.0,20.0,1.0,0,0,4,340
340,18.0,144.0,2.0,1.0,0.0,33.0,34.0,0.0,0,4,2,341
341,123.0,55.0,2.0,1.0,0.0,0.0,33.0,0.0,5,4,2,342
342,0.0,0.0,0.0,1.0,0.0,7.0,20.0,0.0,0,0,4,343
343,-170.0,-15.0,4.0,2.0,0.0,40.0,37.0,0.0,2,4,0,344
344,159.0,116.0,4.0,2.0,0.0,14.0,39.0,1.0,4,4,0,345
345,-16.0,55.0,3.0,3.0,0.0,14.0,25.0,,0,1,4,346
346,32.0,148.0,11.0,3.0,0.0,28.329381850668316,35.0,1.0,0,4,2,347
347,26.0,68.0,10.0,3.0,0.0,15.0,35.0,,0,1,4,348
348,5.0,198.0,9.0,3.0,0.0,10.0,39.0,0.0,0,4,-1,349
349,-149.0,247.0,6.0,3.0,0.0,27.0,48.0,0.0,1,5,1,350
350,0.0,0.0,5.0,3.0,0.0,59.0,20.0,1.0,0,0,4,351
351,-79.0,133.0,4.0,3.0,0.0,41.0,35.0,1.0,2,1,2,352
352,-23.0,40.0,3.0,3.0,0.0,8.0,35.0,0.0,0,1,4,353
353,66.0,154.0,0.0,3.0,0.0,37.0,36.0,1.0,4,4,0,354
354,-86.0,257.0,0.0,3.0,0.0,0.0,47.0,1.0,1,5,1,355
355,75.0,198.0,11.0,4.0,0.0,42.0,41.0,0.0,4,4,0,356
356,0.0,0.0,11.0,4.0,0.0,0.0,20.0,1.0,0,0,4,357
357,-58.0,68.0,9.0,4.0,0.0,42.0,28.0,1.0,2,1,-1,358
358,60.0,61.0,9.0,4.0,0.0,7.0,28.0,1.0,5,1,2,359
359,117.0,253.0,7.0,4.0,0.0,34.0,47.0,,4,5,1,360
360,-50.0,17.0,6.0,4.0,0.0,49.0,25.0,0.0,0,1,4,361
361,0.0,0.0,6.0,4.0,0.0,38.0,20.0,1.0,0,0,4,362
362,0.0,209.0,4.0,4.0,0.0,0.0,40.0,0.0,0,4,0,363
363,-136.0,160.0,0.0,4.0,0.0,51.0,40.0,1.0,1,4,0,364
364,-16.0,181.0,4.883233224643899,1.0,0.0,18.0,38.0,,0,4,0,365
365,60.0,127.0,10.0,1.0,0.0,26.0,34.0,1.0,0,1,2,366
366,87.0,133.0,9.0,1.0,0.0,11.0,35.0,0.0,5,4,2,367
367,39.0,82.0,8.0,1.0,0.0,34.0,29.0,1.0,0,1,2,368
368,-149.0,2.0,6.0,1.0,0.0,46.0,34.0,0.0,2,4,2,369
369,110.0,243.0,5.0,1.0,0.0,26.0,46.0,1.0,4,5,1,370
370,110.0,13.0,4.883233224643899,1.0,0.0,29.0,31.0,1.0,5,4,2,371
371,11.0,82.0,8.0,2.0,0.0,57.0,28.0,0.0,0,1,2,372
372,-16.0,55.0,8.0,2.0,0.0,53.0,25.0,0.0,0,1,4,373
373,237.0,2.0,8.0,2.0,0.0,48.0,43.0,0.0,5,-1,1,374
374,11.0,198.0,5.0,2.0,0.0,18.0,39.0,0.0,-1,4,0,375
375,-185.0,127.0,1.0,2.0,0.0,49.0,42.0,1.0,2,4,0,376
376,0.0,0.0,1.0,2.0,0.0,10.0,20.0,0.0,0,0,4,377
377,11.0,89.0,0.0,2.0,0.0,25.0,28.0,1.0,0,-1,2,378
378,18.0,160.0,0.0,2.0,0.0,0.0,36.0,,0,4,0,379
379,0.0,0.0,10.0,3.0,0.0,32.0,20.0,1.0,0,0,4,380
380,-98.0,285.0,6.0,3.0,0.0,17.0,50.0,0.0,1,5,1,381
381,-157.0,45.0,5.0,3.0,0.0,12.0,36.0,,-1,4,0,382
382,-92.0,186.0,4.0,3.0,0.0,5.0,40.0,1.0,1,4,0,383
383,-149.0,28.0,3.0,3.0,0.0,25.0,35.0,0.0,2,4,2,384
384,75.0,28.0,3.0,3.0,0.0,3.0,28.0,1.0,5,1,2,385
385,138.0,13.0,0.0,3.0,0.0,17.0,33.0,0.0,5,4,2,386
386,0.0,0.0,0.0,3.0,0.0,0.0,20.0,1.0,0,0,4,387
387,0.0,0.0,8.0,4.0,0.0,35.0,20.0,1.0,0,0,4,388
388,-115.0,74.0,7.0,4.0,0.0,31.0,35.0,1.0,2,4,2,389
389,0.0,0.0,4.0,4.0,0.0,16.0,20.0,,0,-1,4,390
390,0.0,0.0,1.0,4.0,0.0,14.0,20.0,,0,0,4,391
391,-73.0,11.0,0.0,4.0,0.0,41.0,27.0,,0,1,4,392
392,0.0,0.0,9.0,1.0,0.0,57.0,20.0,1.0,0,0,4,393
393,-65.0,74.0,7.0,1.0,0.0,27.0,37.0,1.0,1,-1,0,394
394,81.0,133.0,6.0,1.0,0.0,48.0,35.0,1.0,5,4,2,395
395,138.0,110.0,3.0,1.0,0.0,33.0,37.0,0.0,4,4,0,396
396,117.0,247.0,1.0,1.0,0.0,27.0,35.0,,4,5,1,397
397,231.0,394.0,0.0,1.0,0.0,0.0,65.0,0.0,4,5,1,398
398,5.0,205.0,11.0,3.0,0.0,21.0,35.0,0.0,0,4,0,399
399,-44.0,148.0,10.0,3.0,0.0,41.0,35.0,0.0,0,4,2,400
400,18.0,23.0,9.0,2.0,0.0,26.0,22.0,1.0,0,0,4,401
401,123.0,89.0,8.0,2.0,0.0,6.0,35.0,1.0,5,4,2,402
402,-92.0,127.0,5.0,2.0,0.0,48.0,35.0,0.0,2,4,2,403
403,0.0,0.0,5.0,2.0,0.0,23.0,20.0,1.0,0,0,4,404
404,32.0,257.0,3.0,2.0,0.0,40.0,45.0,0.0,0,5,1,405
405,33.0,78.0,2.0,2.0,0.0,34.0,28.0,0.0,0,-1,2,406
406,0.0,74.0,0.0,2.0,0.0,0.0,42.0,0.0,2,4,0,407
407,123.0,148.0,9.0,3.0,0.0,27.0,39.0,0.0,4,4,-1,408
408,0.0,0.0,9.0,3.0,0.0,21.0,20.0,0.0,0,0,-1,409
409,-122.0,137.0,6.0,3.0,0.0,36.0,38.0,1.0,1,4,0,410
410,123.0,-15.0,4.0,3.0,0.0,46.0,32.0,1.0,5,4,2,411
411,-149.0,-15.0,4.0,3.0,0.0,16.0,34.0,1.0,2,4,-1,412
412,237.0,40.0,11.0,4.0,0.0,28.329381850668316,44.0,1.0,5,6,1,413
413,-1.0,160.0,10.0,4.0,0.0,13.0,36.0,0.0,0,4,0,414
414,-176.0,-15.0,6.0,4.0,0.0,35.0,37.0,0.0,2,4,0,415
415,0.0,0.0,6.0,4.0,0.0,4.0,20.0,1.0,0,0,4,416
416,39.0,192.0,5.0,4.0,0.0,2.0,39.0,,0,4,-1,417
417,153.0,181.0,4.0,4.0,0.0,16.0,43.0,,4,4,0,418
418,0.0,0.0,1.0,4.0,0.0,24.0,20.0,1.0,0,0,4,419
419,60.0,17.0,0.0,4.0,0.0,38.0,26.0,,0,1,4,420
420,0.0,74.0,11.0,1.0,0.0,41.0,38.0,1.0,4,4,0,421
421,102.0,160.0,10.0,1.0,0.0,54.0,35.0,0.0,4,4,0,422
422,0.0,0.0,7.0,1.0,0.0,27.0,20.0,0.0,0,0,4,423
423,-4.0,167.0,4.0,1.0,0.0,37.0,36.0,1.0,0,4,0,424
424,-168.0,-21.0,4.883233224643899,1.0,0.0,38.0,36.0,0.0,2,4,0,425
425,1.0,49.0,3.0,1.0,0.0,10.0,24.0,0.0,0,1,4,426
426,144.0,0.0,2.0,1.0,0.0,6.0,34.0,1.0,5,4,2,427
427,-147.0,0.0,0.0,1.0,0.0,0.0,34.0,,2,4,2,428
428,-31.0,61.0,10.0,2.0,0.0,5.0,26.0,,0,1,4,429
429,0.0,0.0,9.0,2.0,0.0,0.0,20.0,1.0,0,0,-1,430
430,180.0,4.0,7.0,2.0,0.0,57.0,38.0,1.0,5,4,0,431
431,159.0,0.0,6.0,2.0,0.0,2.0,35.0,0.0,5,4,2,432
432,0.0,0.0,1.0,2.0,0.0,14.0,20.0,0.0,0,0,4,433
433,-60.0,66.0,0.0,2.0,0.0,33.0,28.0,,2,1,2,434
434,-18.0,21.0,0.0,2.0,0.0,7.0,35.0,0.0,0,0,4,435
435,0.0,0.0,11.0,3.0,0.0,40.0,20.0,1.0,0,0,4,436
436,231.0,-4.0,10.0,3.0,0.0,28.329381850668316,43.0,1.0,5,6,1,437
437,0.0,21.0,8.0,3.0,0.0,28.0,24.0,0.0,0,1,4,438
438,0.0,0.0,8.0,3.0,0.0,25.0,20.0,,-1,0,4,439
439,96.0,228.0,6.0,3.0,0.0,37.0,44.0,,4,5,1,440
440,96.0,139.0,3.0,3.0,0.0,31.0,36.0,1.0,4,4,0,441
441,-60.0,167.0,2.0,3.0,0.0,34.0,37.0,0.0,1,4,0,442
442,-231.0,-4.0,0.0,3.0,0.0,29.0,43.0,1.0,2,2,1,443
443,1.0,78.0,7.0,4.0,0.0,35.0,27.0,1.0,0,1,4,444
444,-231.0,4.0,5.0,4.0,0.0,55.0,43.0,0.0,2,2,1,445
445,-225.0,-21.0,3.0,4.0,0.0,42.0,42.0,0.0,2,2,1,446
446,-73.0,78.0,2.0,4.0,0.0,9.0,30.0,1.0,2,1,2,447
447,-60.0,156.0,1.0,4.0,0.0,5.0,36.0,0.0,1,4,0,448
448,-189.0,4.0,0.0,4.0,0.0,22.0,38.0,0.0,2,-1,0,449
449,30.0,251.0,0.0,4.0,0.0,0.0,45.0,0.0,0,-1,1,450
450,-147.0,74.0,2.0,5.0,0.0,26.0,34.0,,2,-1,2,451
451,0.0,0.0,2.0,5.0,0.0,10.0,20.0,1.0,0,0,-1,452
452,-153.0,0.0,1.0,5.0,0.0,28.329381850668316,35.0,1.0,2,4,2,453
453,108.0,11.0,0.0,5.0,0.0,34.0,30.0,1.0,5,4,2,454
454,-96.0,318.0,0.0,5.0,0.0,0.0,53.0,0.0,-1,5,1,455
455,-86.0,133.0,11.0,1.0,0.0,43.0,35.0,,2,4,2,456
456,26.0,55.0,8.0,1.0,0.0,27.0,26.0,1.0,0,1,4,457
457,172.0,99.0,7.0,1.0,0.0,19.0,39.0,0.0,5,4,0,458
458,60.0,34.0,6.0,1.0,0.0,24.0,26.0,,0,1,4,459
459,11.0,74.0,4.883233224643899,1.0,0.0,5.0,37.0,0.0,0,4,0,460
460,75.0,175.0,1.0,1.0,0.0,51.0,39.0,1.0,4,4,0,461
461,-50.0,68.0,0.0,1.0,0.0,11.0,28.0,1.0,2,1,2,462
462,186.0,-2.0,4.883233224643899,2.0,0.0,28.329381850668316,35.0,0.0,5,4,-1,463
463,0.0,0.0,9.0,2.0,0.0,29.0,20.0,1.0,0,0,4,464
464,0.0,0.0,3.0,2.0,0.0,0.0,20.0,1.0,0,0,4,465
465,159.0,116.0,2.0,2.0,0.0,30.0,39.0,0.0,-1,-1,0,466
466,0.0,0.0,2.0,2.0,0.0,2.0,20.0,1.0,0,0,4,467
467,60.0,192.0,11.0,3.0,0.0,34.0,40.0,0.0,0,4,0,468
468,-44.0,13.0,11.0,3.0,0.0,2.0,24.0,0.0,0,-1,4,469
469,172.0,-2.0,10.0,3.0,0.0,46.0,37.0,0.0,5,4,0,470
470,102.0,133.0,8.0,3.0,0.0,32.0,35.0,1.0,4,4,0,471
471,117.0,171.0,7.0,3.0,0.0,35.0,40.0,,-1,4,0,472
472,-23.0,127.0,7.0,3.0,0.0,27.0,32.0,1.0,0,1,2,473
473,123.0,144.0,6.0,3.0,0.0,16.0,38.0,0.0,4,4,-1,474
474,138.0,209.0,5.0,3.0,0.0,33.0,45.0,0.0,4,5,1,475
475,-58.0,17.0,4.883233224643899,3.0,0.0,55.0,26.0,0.0,0,1,4,476
476,-71.0,192.0,11.0,4.0,0.0,47.0,40.0,0.0,1,4,0,477
477,-1.0,72.0,11.0,4.0,0.0,7.0,27.0,0.0,0,-1,4,478
478,0.0,21.0,2.0,4.0,0.0,9.0,34.0,0.0,2,4,2,479
479,-101.0,4.0,1.0,4.0,0.0,43.0,35.0,,2,4,2,480
480,123.0,181.0,10.0,1.0,0.0,42.0,41.0,1.0,4,4,0,481
481,-130.0,160.0,9.0,1.0,0.0,21.0,40.0,0.0,1,4,0,482
482,0.0,0.0,9.0,1.0,0.0,16.0,20.0,1.0,0,0,4,483
483,-115.0,74.0,8.0,1.0,0.0,32.0,47.0,1.0,1,5,-1,484
484,132.0,74.0,7.0,1.0,0.0,59.0,37.0,1.0,4,4,0,485
485,-170.0,40.0,6.0,1.0,0.0,48.0,37.0,0.0,-1,4,0,486
486,0.0,0.0,1.0,1.0,0.0,24.0,20.0,1.0,0,-1,4,487
487,-176.0,318.0,0.0,1.0,0.0,0.0,56.0,0.0,-1,5,1,488
488,66.0,127.0,10.0,2.0,0.0,38.0,34.0,1.0,0,-1,2,489
489,0.0,0.0,3.0,2.0,0.0,29.0,20.0,1.0,0,0,4,490
490,153.0,226.0,1.0,2.0,0.0,19.0,47.0,,4,5,1,491
491,-143.0,198.0,9.0,3.0,0.0,28.0,44.0,1.0,1,5,1,492
492,102.0,137.0,8.0,3.0,0.0,46.0,37.0,1.0,4,-1,-1,493
493,-10.0,61.0,7.0,3.0,0.0,42.0,26.0,1.0,0,1,4,494
494,0.0,247.0,6.0,3.0,0.0,28.329381850668316,44.0,0.0,0,-1,1,495
495,138.0,110.0,6.0,3.0,0.0,16.0,37.0,1.0,4,4,0,496
496,87.0,127.0,4.883233224643899,3.0,0.0,16.0,35.0,,5,4,2,497
497,0.0,0.0,3.0,3.0,0.0,30.0,20.0,0.0,0,0,4,498
498,60.0,133.0,0.0,3.0,0.0,32.0,35.0,0.0,0,1,-1,499
499,-185.0,99.0,0.0,3.0,0.0,3.0,40.0,0.0,2,4,0,500
500,-1.0,78.0,10.0,4.0,0.0,58.0,27.0,0.0,0,1,4,501
501,-23.0,61.0,10.0,1.0,0.0,50.0,26.0,0.0,0,1,4,502
502,0.0,0.0,10.0,3.0,0.0,29.0,35.0,0.0,0,0,4,503
503,0.0,0.0,10.0,1.0,0.0,24.0,20.0,0.0,0,0,4,504
504,0.0,0.0,9.0,1.0,0.0,44.0,20.0,1.0,0,0,4,505
505,75.0,23.0,9.0,1.0,0.0,11.0,27.0,0.0,0,1,4,506
506,0.0,0.0,5.0,1.0,0.0,14.0,20.0,0.0,0,0,4,507
507,0.0,0.0,4.0,1.0,0.0,17.0,20.0,0.0,0,0,4,508
508,0.0,257.0,2.0,1.0,0.0,33.0,45.0,,0,5,1,509
509,11.0,175.0,1.0,1.0,0.0,28.329381850668316,37.0,1.0,0,4,0,510
510,180.0,192.0,0.0,1.0,0.0,44.0,46.0,,4,5,-1,511
511,0.0,0.0,6.0,2.0,0.0,17.0,20.0,1.0,0,0,4,512
512,-197.0,28.0,5.0,2.0,0.0,13.0,39.0,0.0,2,4,-1,513
513,0.0,0.0,4.883233224643899,2.0,0.0,11.0,20.0,1.0,-1,0,4,514
514,138.0,110.0,3.0,2.0,0.0,44.0,37.0,0.0,4,4,0,515
515,11.0,291.0,2.0,2.0,0.0,35.0,49.0,0.0,0,5,1,516
516,0.0,253.0,0.0,3.0,0.0,39.0,47.0,1.0,-1,5,1,517
517,-122.0,236.0,0.0,2.0,0.0,22.0,46.0,0.0,1,5,1,518
518,110.0,127.0,11.0,3.0,0.0,46.0,36.0,0.0,4,4,0,519
519,81.0,175.0,7.0,3.0,0.0,27.0,39.0,0.0,4,4,0,520
520,110.0,23.0,2.0,3.0,0.0,28.329381850668316,31.0,0.0,5,4,2,521
521,32.0,74.0,4.883233224643899,3.0,0.0,50.0,26.0,1.0,0,1,4,522
522,-16.0,106.0,0.0,3.0,0.0,0.0,30.0,,0,1,2,523
523,153.0,74.0,4.883233224643899,4.0,0.0,51.0,47.0,1.0,-1,5,1,524
524,87.0,28.0,6.0,4.0,0.0,18.0,29.0,0.0,5,4,2,525
525,-130.0,219.0,4.0,4.0,0.0,50.0,45.0,1.0,1,5,1,526
526,144.0,219.0,4.0,4.0,0.0,3.0,46.0,0.0,4,5,1,527
527,-107.0,247.0,2.0,4.0,0.0,50.0,46.0,0.0,1,5,1,528
528,-86.0,13.0,2.0,4.0,0.0,28.0,28.0,0.0,2,4,2,529
529,-136.0,7.0,2.0,4.0,0.0,26.0,33.0,0.0,2,4,2,530
530,-71.0,45.0,0.0,4.0,0.0,12.0,28.0,0.0,2,1,2,531
531,-71.0,270.0,0.0,4.0,0.0,0.0,47.0,0.0,0,5,-1,532
532,161.0,108.0,8.0,1.0,0.0,53.0,39.0,,5,4,0,533
533,-27.0,34.0,3.0,1.0,0.0,52.0,24.0,1.0,0,1,4,534
534,-27.0,91.0,0.0,1.0,0.0,40.0,29.0,1.0,0,1,2,535
535,0.0,0.0,0.0,1.0,0.0,13.0,20.0,0.0,0,0,4,536
536,0.0,0.0,0.0,3.0,0.0,2.0,20.0,1.0,0,0,4,537
537,0.0,0.0,10.0,2.0,0.0,58.0,20.0,1.0,0,0,4,538
538,81.0,15.0,10.0,2.0,0.0,24.0,28.0,0.0,5,4,2,539
539,81.0,4.0,9.0,2.0,0.0,6.0,28.0,1.0,5,4,2,540
540,-4.0,72.0,7.0,2.0,0.0,56.0,27.0,0.0,-1,-1,4,541
541,96.0,152.0,1.0,2.0,0.0,54.0,37.0,1.0,4,4,-1,542
542,0.0,74.0,1.0,2.0,0.0,37.0,20.0,1.0,0,0,-1,543
543,0.0,0.0,1.0,2.0,0.0,11.0,20.0,,0,0,4,544
544,-12.0,51.0,0.0,2.0,0.0,0.0,25.0,0.0,0,1,4,545
545,226.0,4.0,8.0,3.0,0.0,28.329381850668316,42.0,,5,6,1,546
546,108.0,-15.0,7.0,3.0,0.0,8.0,30.0,0.0,5,4,2,547
547,1.0,51.0,0.0,3.0,0.0,35.0,25.0,0.0,0,1,4,548
548,-122.0,198.0,11.0,4.0,0.0,39.0,43.0,0.0,1,4,0,549
549,81.0,148.0,6.0,4.0,0.0,28.329381850668316,36.0,0.0,4,4,0,550
550,191.0,4.0,4.0,4.0,0.0,32.0,39.0,1.0,5,4,0,551
551,167.0,-4.0,3.0,4.0,0.0,54.0,36.0,,5,4,0,552
552,-42.0,11.0,1.0,4.0,0.0,19.0,24.0,1.0,0,1,4,553
553,0.0,0.0,1.0,4.0,0.0,3.0,20.0,1.0,0,0,4,554
554,0.0,0.0,0.0,4.0,0.0,47.0,20.0,,0,0,4,555
555,0.0,0.0,0.0,4.0,0.0,39.0,20.0,1.0,0,-1,4,556
556,-56.0,238.0,0.0,4.0,0.0,30.0,44.0,0.0,0,5,1,557
557,45.0,253.0,11.0,1.0,0.0,18.0,45.0,,0,-1,1,558
558,0.0,0.0,9.0,1.0,0.0,18.0,20.0,1.0,0,0,4,559
559,-143.0,78.0,7.0,1.0,0.0,17.0,36.0,,2,4,0,560
560,0.0,0.0,6.0,1.0,0.0,3.0,20.0,0.0,0,0,4,561
561,-115.0,127.0,4.0,1.0,0.0,40.0,37.0,0.0,1,4,0,562
562,-136.0,74.0,10.0,2.0,0.0,59.0,33.0,0.0,2,4,2,563
563,-58.0,55.0,10.0,2.0,0.0,35.0,27.0,0.0,0,-1,4,564
564,75.0,106.0,3.0,3.0,0.0,16.0,32.0,1.0,5,1,2,565
565,110.0,74.0,1.0,2.0,0.0,35.0,45.0,1.0,4,5,1,566
566,-157.0,192.0,1.0,2.0,0.0,1.0,44.0,0.0,1,5,1,567
567,102.0,154.0,11.0,3.0,0.0,48.0,38.0,,4,4,0,568
568,0.0,0.0,11.0,3.0,0.0,43.0,20.0,1.0,0,0,4,569
569,0.0,0.0,10.0,3.0,0.0,22.0,20.0,1.0,0,0,4,570
570,0.0,0.0,8.0,3.0,0.0,8.0,20.0,,0,0,4,571
571,138.0,82.0,7.0,3.0,0.0,9.0,35.0,0.0,5,4,0,572
572,-149.0,34.0,6.0,3.0,0.0,30.0,35.0,,2,-1,2,573
573,0.0,0.0,5.0,3.0,0.0,22.0,20.0,0.0,0,0,4,574
574,39.0,175.0,8.0,4.0,0.0,43.0,37.0,1.0,0,4,0,575
575,0.0,0.0,10.0,1.0,0.0,29.0,20.0,,0,0,4,576
576,-141.0,11.0,8.0,1.0,0.0,58.0,34.0,0.0,2,4,-1,577
577,0.0,0.0,8.0,1.0,0.0,14.0,20.0,,0,0,4,578
578,-206.0,-4.0,6.0,1.0,0.0,15.0,40.0,1.0,2,4,0,579
579,-149.0,38.0,5.0,1.0,0.0,45.0,35.0,1.0,2,4,2,580
580,-176.0,122.0,4.0,3.0,0.0,44.0,41.0,0.0,2,4,0,581
581,153.0,127.0,3.0,3.0,0.0,24.0,39.0,1.0,4,4,0,582
582,-4.0,255.0,1.0,1.0,0.0,45.0,45.0,1.0,0,5,1,583
583,-155.0,74.0,1.0,3.0,0.0,12.0,35.0,0.0,2,4,2,584
584,144.0,127.0,0.0,1.0,0.0,15.0,39.0,0.0,4,4,0,585
585,100.0,620.0,0.0,1.0,0.0,0.0,82.0,0.0,3,3,3,586
586,0.0,0.0,7.0,2.0,0.0,51.0,20.0,1.0,0,0,4,587
587,16.0,209.0,5.0,2.0,0.0,17.0,40.0,1.0,0,4,0,588
588,-191.0,165.0,7.0,3.0,0.0,50.0,45.0,0.0,1,5,1,589
589,0.0,0.0,4.0,3.0,0.0,24.0,20.0,1.0,0,0,4,590
590,123.0,188.0,2.0,3.0,0.0,26.0,42.0,,4,4,0,591
591,0.0,72.0,2.0,3.0,0.0,1.0,27.0,1.0,0,1,4,592
592,-176.0,93.0,11.0,4.0,0.0,48.0,39.0,0.0,2,4,0,593
593,1.0,160.0,10.0,4.0,0.0,35.0,36.0,1.0,0,4,0,594
594,159.0,45.0,9.0,4.0,0.0,24.0,36.0,0.0,5,4,-1,595
595,-4.0,99.0,8.0,4.0,0.0,13.0,29.0,,0,1,2,596
596,-134.0,177.0,6.0,4.0,0.0,14.0,42.0,,1,4,0,597
597,-206.0,89.0,4.0,4.0,0.0,53.0,42.0,1.0,2,4,0,598
598,237.0,21.0,3.0,4.0,0.0,28.0,43.0,0.0,5,6,1,599
599,129.0,4.0,3.0,4.0,0.0,4.0,32.0,0.0,5,4,2,600
600,-48.0,72.0,0.0,3.0,0.0,48.0,28.0,,2,1,2,601
601,-4.0,255.0,0.0,4.0,0.0,0.0,45.0,0.0,0,5,1,602
602,123.0,49.0,4.0,5.0,0.0,40.0,33.0,0.0,5,4,2,603
603,0.0,0.0,4.883233224643899,5.0,0.0,56.0,35.0,1.0,0,0,4,604
604,110.0,165.0,8.0,1.0,0.0,28.329381850668316,39.0,,4,4,0,605
605,-130.0,-2.0,7.0,1.0,0.0,46.0,33.0,0.0,2,4,2,606
606,-115.0,127.0,6.0,1.0,0.0,58.0,37.0,0.0,-1,4,0,607
607,-56.0,0.0,5.0,3.0,0.0,51.0,25.0,1.0,0,1,4,608
608,0.0,0.0,2.0,1.0,0.0,11.0,20.0,1.0,0,0,4,609
609,62.0,116.0,0.0,1.0,0.0,0.0,33.0,1.0,0,1,2,610
610,47.0,236.0,11.0,2.0,0.0,14.0,44.0,0.0,0,5,1,611
611,161.0,181.0,9.0,2.0,0.0,11.0,44.0,0.0,4,5,1,612
612,56.0,47.0,8.0,2.0,0.0,48.0,27.0,1.0,0,1,4,613
613,125.0,165.0,7.0,2.0,0.0,59.0,40.0,0.0,4,4,0,614
614,153.0,23.0,5.0,2.0,0.0,52.0,35.0,1.0,5,4,2,615
615,24.0,47.0,0.0,2.0,0.0,4.0,25.0,0.0,0,1,4,616
616,125.0,0.0,10.0,3.0,0.0,33.0,32.0,,5,4,2,617
617,0.0,0.0,10.0,3.0,0.0,26.0,20.0,0.0,0,0,4,618
618,-71.0,137.0,8.0,3.0,0.0,35.0,35.0,1.0,0,1,2,619
619,32.0,7.0,8.0,3.0,0.0,9.0,23.0,1.0,-1,0,4,620
620,-157.0,23.0,5.0,3.0,0.0,7.0,35.0,0.0,2,4,2,621
621,-109.0,171.0,1.0,3.0,0.0,57.0,40.0,1.0,1,4,0,622
622,110.0,116.0,0.0,3.0,0.0,57.0,35.0,0.0,5,4,2,623
623,0.0,74.0,0.0,3.0,0.0,3.0,20.0,1.0,0,0,4,624
624,182.0,-23.0,11.0,4.0,0.0,13.0,38.0,,5,4,-1,625
625,0.0,0.0,10.0,4.0,0.0,5.0,20.0,0.0,0,0,4,626
626,83.0,0.0,3.0,4.0,0.0,30.0,28.0,0.0,5,4,2,627
627,-166.0,0.0,0.0,4.0,0.0,18.0,36.0,,2,4,0,628
628,-149.0,148.0,10.0,1.0,0.0,50.0,35.0,1.0,1,4,0,629
629,-63.0,198.0,9.0,1.0,0.0,54.0,40.0,1.0,0,4,0,630
630,0.0,0.0,7.0,1.0,0.0,28.329381850668316,20.0,1.0,0,0,4,631
631,0.0,129.0,6.0,1.0,0.0,35.0,32.0,1.0,0,1,2,632
632,0.0,228.0,5.0,1.0,0.0,50.0,45.0,1.0,-1,5,1,633
633,159.0,78.0,3.0,1.0,0.0,43.0,37.0,,-1,4,0,634
634,0.0,0.0,4.883233224643899,1.0,0.0,40.0,20.0,1.0,-1,0,4,635
635,0.0,0.0,11.0,2.0,0.0,3.0,20.0,1.0,0,0,4,636
636,79.0,181.0,4.883233224643899,2.0,0.0,13.0,39.0,1.0,4,4,0,637
637,0.0,0.0,6.0,2.0,0.0,21.0,20.0,1.0,0,0,4,638
638,41.0,74.0,5.0,2.0,0.0,50.0,25.0,0.0,0,1,4,639
639,0.0,89.0,4.0,2.0,0.0,47.0,32.0,1.0,2,4,2,640
640,98.0,196.0,3.0,2.0,0.0,26.0,41.0,0.0,4,4,0,641
641,0.0,0.0,10.0,3.0,0.0,15.0,20.0,1.0,-1,0,4,642
642,-107.0,19.0,9.0,3.0,0.0,47.0,30.0,1.0,2,4,2,643
643,136.0,30.0,9.0,3.0,0.0,6.0,35.0,0.0,5,4,2,644
644,0.0,179.0,6.0,3.0,0.0,21.0,39.0,0.0,1,4,0,645
645,0.0,23.0,4.883233224643899,3.0,0.0,20.0,26.0,,0,1,4,646
646,0.0,0.0,3.0,3.0,0.0,17.0,20.0,1.0,0,0,4,647
647,20.0,63.0,10.0,4.0,0.0,32.0,26.0,1.0,0,-1,4,648
648,0.0,133.0,9.0,4.0,0.0,44.0,37.0,,-1,4,0,649
649,0.0,0.0,7.0,4.0,0.0,33.0,20.0,1.0,0,0,4,650
650,0.0,0.0,6.0,4.0,0.0,16.0,20.0,,0,-1,4,651
651,106.0,63.0,1.0,4.0,0.0,35.0,32.0,1.0,5,4,2,652
652,49.0,207.0,0.0,4.0,0.0,27.0,41.0,1.0,0,4,0,653
653,0.0,0.0,0.0,4.0,0.0,11.0,20.0,,0,0,4,654
